Date,State,District,Pincode,Demo_age_5_17,Demo_age_17+
01-03-2025,Uttar Pradesh,Aligarh,202002,174,2205
01-03-2025,Karnataka,Hassan,573131,69,196
01-03-2025,Assam,Udalguri,784509,81,767
01-03-2025,Delhi,Central Delhi,110002,65,714
01-03-2025,Rajasthan,Banswara,327025,36,2770
01-03-2025,Telangana,Mahabubnagar,509202,91,336
01-03-2025,Maharashtra,Parbhani,431402,41,516
01-03-2025,Maharashtra,Pune,411028,167,1622
01-03-2025,Tamil Nadu,Coimbatore,641008,63,668
01-03-2025,Maharashtra,Latur,413607,12,404
01-03-2025,Assam,Kamrup Metro,781007,16,139
01-03-2025,Andhra Pradesh,Visakhapatnam,531114,54,691
01-03-2025,Maharashtra,Ahmadnagar,413204,17,368
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272126,47,545
01-03-2025,Odisha,JAJPUR,755019,71,475
01-03-2025,Karnataka,Mysore,570019,20,250
01-03-2025,Maharashtra,Pune,412409,21,533
01-03-2025,Maharashtra,Nashik,422208,20,315
01-03-2025,Uttar Pradesh,Gorakhpur,273015,210,1456
01-03-2025,Madhya Pradesh,Burhanpur,450331,374,1414
01-03-2025,Odisha,Boudh,762017,30,102
01-03-2025,Karnataka,Chikkaballapur,561208,75,424
01-03-2025,Uttar Pradesh,Jalaun,285123,103,1951
01-03-2025,Rajasthan,Churu,331023,159,3336
01-03-2025,Himachal Pradesh,Kullu,175101,36,241
01-03-2025,Telangana,Warangal,506132,57,398
01-03-2025,Bihar,Madhepura,852213,93,1200
01-03-2025,Maharashtra,Mumbai Suburban,400078,133,995
01-03-2025,Tamil Nadu,Thiruvarur,614404,19,258
01-03-2025,Maharashtra,Mumbai Suburban,400102,62,691
01-03-2025,Madhya Pradesh,Guna,473115,59,805
01-03-2025,Maharashtra,Dhule,424001,84,973
01-03-2025,Uttar Pradesh,Fatehpur,212663,34,929
01-03-2025,Uttar Pradesh,Mau,221706,100,868
01-03-2025,Uttar Pradesh,Ghazipur,232340,58,470
01-03-2025,Karnataka,Dakshina Kannada,574219,46,228
01-03-2025,Bihar,East Champaran,845432,108,1146
01-03-2025,Tripura,North Tripura,799253,28,333
01-03-2025,Uttar Pradesh,Meerut,245206,64,1238
01-03-2025,Odisha,Khorda,752101,34,282
01-03-2025,Jharkhand,West Singhbhum,833104,77,1938
01-03-2025,Uttar Pradesh,Azamgarh,276125,47,513
01-03-2025,Uttar Pradesh,Allahabad,221502,73,752
01-03-2025,Andhra Pradesh,Prakasam,523001,86,1079
01-03-2025,West Bengal,Birbhum,731103,30,252
01-03-2025,Madhya Pradesh,Satna,485005,23,249
01-03-2025,Rajasthan,Alwar,301707,94,1227
01-03-2025,Odisha,Kendrapara,755016,10,234
01-03-2025,Jammu and Kashmir,Rajouri,185152,45,187
01-03-2025,Andhra Pradesh,Visakhapatnam,531029,68,1060
01-03-2025,Karnataka,Bellary,583216,59,151
01-03-2025,Rajasthan,Rajsamand,313211,31,642
01-03-2025,Punjab,Fazilka,152124,18,437
01-03-2025,Uttar Pradesh,Pratapgarh,230404,25,351
01-03-2025,Karnataka,Dakshina Kannada,574212,41,150
01-03-2025,Odisha,JAJPUR,755015,16,138
01-03-2025,Kerala,Malappuram,676503,73,520
01-03-2025,Andhra Pradesh,Kurnool,518508,35,207
01-03-2025,Bihar,Supaul,852130,50,1055
01-03-2025,Madhya Pradesh,Sagar,470232,40,345
01-03-2025,Chhattisgarh,Raipur,492004,28,164
01-03-2025,Uttar Pradesh,Kaushambi,212204,51,853
01-03-2025,Andhra Pradesh,Visakhapatnam,531126,53,616
01-03-2025,Uttar Pradesh,Faizabad,224172,30,217
01-03-2025,Assam,Nalbari,781334,14,236
01-03-2025,Gujarat,Anand,388335,20,138
01-03-2025,Tamil Nadu,Kanniyakumari,629160,20,426
01-03-2025,Jammu and Kashmir,Jammu,181132,40,500
01-03-2025,Uttar Pradesh,Etah,207250,18,398
01-03-2025,Bihar,Kaimur (Bhabua),821104,16,280
01-03-2025,Odisha,Balangir,767067,14,239
01-03-2025,Andhra Pradesh,Guntur,522268,10,151
01-03-2025,Andhra Pradesh,Ananthapur,515822,18,16
01-03-2025,Telangana,Nizamabad,503217,25,157
01-03-2025,Karnataka,Dakshina Kannada,575015,34,261
01-03-2025,Tamil Nadu,Dindigul,624709,22,516
01-03-2025,Uttar Pradesh,Sultanpur,222301,20,323
01-03-2025,Punjab,Barnala,148100,11,240
01-03-2025,Karnataka,Kalaburagi,585212,25,53
01-03-2025,Punjab,Fatehgarh Sahib,140412,23,398
01-03-2025,Andhra Pradesh,Cuddapah,516505,19,139
01-03-2025,Karnataka,Tumakuru,572122,10,73
01-03-2025,Rajasthan,Sikar,332405,22,179
01-03-2025,Kerala,Thrissur,680311,10,120
01-03-2025,Tamil Nadu,Tenkasi,627855,21,168
01-03-2025,Andhra Pradesh,Ananthapur,515331,14,67
01-03-2025,Karnataka,Belgaum,591306,58,146
01-03-2025,Telangana,K.v. Rangareddy,500018,70,178
01-03-2025,West Bengal,Cooch Behar,736167,47,615
01-03-2025,Uttar Pradesh,Unnao,229502,12,294
01-03-2025,Andhra Pradesh,East Godavari,533214,18,180
01-03-2025,Tamil Nadu,Krishnagiri,635201,11,138
01-03-2025,Karnataka,Vijayapura,586209,88,99
01-03-2025,Madhya Pradesh,Khandwa,450110,23,94
01-03-2025,West Bengal,Alipurduar,736202,12,122
01-03-2025,Himachal Pradesh,Mandi,175009,27,101
01-03-2025,Karnataka,Dharwad,580026,20,31
01-03-2025,Karnataka,Ballari,583222,29,29
01-03-2025,Jammu and Kashmir,Doda,182143,21,160
01-03-2025,Telangana,Kamareddy,503301,10,73
01-03-2025,Telangana,Mancherial,504206,23,144
01-03-2025,Karnataka,Belgaum,591238,14,40
01-03-2025,Rajasthan,Dungarpur,314025,25,1301
01-03-2025,Jharkhand,Dhanbad,828109,200,5656
01-03-2025,Assam,Barpeta,781308,157,1401
01-03-2025,Karnataka,Yadgir,585223,127,474
01-03-2025,Madhya Pradesh,Satna,485446,99,1021
01-03-2025,Andhra Pradesh,Prakasam,523187,13,302
01-03-2025,Madhya Pradesh,Jabalpur,482008,29,295
01-03-2025,Uttar Pradesh,Etah,207401,62,779
01-03-2025,Maharashtra,Thane,400708,131,1281
01-03-2025,Karnataka,Bidar,585411,28,153
01-03-2025,Karnataka,Vijayapura,586104,167,324
01-03-2025,Gujarat,Mahesana,384335,35,172
01-03-2025,Madhya Pradesh,Raisen,464665,67,494
01-03-2025,Uttar Pradesh,Etawah,206001,279,2106
01-03-2025,Odisha,Ganjam,761114,17,207
01-03-2025,Andhra Pradesh,Visakhapatnam,531001,35,403
01-03-2025,Uttar Pradesh,Meerut,250223,27,434
01-03-2025,Gujarat,Vadodara,391110,71,500
01-03-2025,Andhra Pradesh,Krishna,521228,16,223
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,221401,120,1973
01-03-2025,Uttar Pradesh,Sultanpur,228131,94,1239
01-03-2025,Tamil Nadu,Salem,636111,16,165
01-03-2025,Maharashtra,Raigarh,410206,231,1871
01-03-2025,Uttar Pradesh,Shahjahanpur,242303,146,1712
01-03-2025,Uttar Pradesh,Banda,210120,31,827
01-03-2025,Punjab,Patiala,147105,41,986
01-03-2025,Bihar,East Champaran,845406,51,771
01-03-2025,Madhya Pradesh,Panna,488442,86,1341
01-03-2025,Karnataka,Raichur,584203,15,116
01-03-2025,Bihar,Kaimur (Bhabua),821105,108,1361
01-03-2025,Uttar Pradesh,Pratapgarh,230502,57,748
01-03-2025,Karnataka,Dakshina Kannada,575019,26,126
01-03-2025,Uttar Pradesh,Aligarh,202136,28,580
01-03-2025,Karnataka,Raichur,584115,42,253
01-03-2025,Uttar Pradesh,Bulandshahr,202395,98,992
01-03-2025,Madhya Pradesh,Raisen,464551,190,1267
01-03-2025,Madhya Pradesh,Katni,483442,47,792
01-03-2025,West Bengal,Dakshin Dinajpur,733125,69,1057
01-03-2025,Andhra Pradesh,Chittoor,517505,30,180
01-03-2025,Bihar,Vaishali,844115,32,513
01-03-2025,Bihar,Saharsa,852201,98,1280
01-03-2025,Odisha,Ganjam,760010,31,304
01-03-2025,Chhattisgarh,Baloda Bazar,493338,34,1304
01-03-2025,Bihar,Saran,841221,139,928
01-03-2025,Uttar Pradesh,Varanasi,221302,84,731
01-03-2025,Telangana,Mahabubnagar,509382,201,588
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,329,2507
01-03-2025,Punjab,Patiala,147001,243,3574
01-03-2025,Telangana,Warangal Rural,506310,12,90
01-03-2025,Manipur,Senapati,795149,17,78
01-03-2025,Uttar Pradesh,Bareilly,243203,80,1169
01-03-2025,West Bengal,South 24 Parganas,743395,36,799
01-03-2025,Rajasthan,Alwar,301405,94,1635
01-03-2025,Jammu and Kashmir,Udhampur,182121,47,365
01-03-2025,Himachal Pradesh,Sirmaur,173104,66,162
01-03-2025,Andhra Pradesh,Chittoor,517001,67,621
01-03-2025,Tamil Nadu,Tirunelveli,627953,27,285
01-03-2025,Maharashtra,Amravati,444720,16,199
01-03-2025,Tamil Nadu,Karur,639113,11,199
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272170,35,476
01-03-2025,Maharashtra,Nanded,431601,95,680
01-03-2025,Andhra Pradesh,Tirupati,517520,30,235
01-03-2025,Odisha,Kendrapara,754248,26,262
01-03-2025,Karnataka,Udupi,576214,53,187
01-03-2025,Madhya Pradesh,Seoni,480887,61,1546
01-03-2025,Karnataka,Gadag,582117,207,144
01-03-2025,Kerala,Kannur,670704,10,216
01-03-2025,Bihar,Jehanabad,804406,35,324
01-03-2025,West Bengal,Barddhaman,713321,22,317
01-03-2025,Rajasthan,Nagaur,341507,21,323
01-03-2025,Madhya Pradesh,Sagar,470228,52,417
01-03-2025,Kerala,Malappuram,676106,17,227
01-03-2025,West Bengal,Puruliya,723103,34,429
01-03-2025,West Bengal,Purba Medinipur,721422,35,323
01-03-2025,Bihar,Saran,841220,27,560
01-03-2025,Punjab,Ludhiana,141114,25,438
01-03-2025,West Bengal,Murshidabad,742102,45,690
01-03-2025,Tamil Nadu,Tirunelveli,627356,15,131
01-03-2025,Telangana,Suryapet,508218,48,516
01-03-2025,Madhya Pradesh,Shivpuri,473880,82,568
01-03-2025,Karnataka,Bagalkot,587124,81,122
01-03-2025,Odisha,Bargarh,768038,69,472
01-03-2025,Uttar Pradesh,Farrukhabad,206451,25,848
01-03-2025,Karnataka,Vijayapura,586217,143,142
01-03-2025,Uttar Pradesh,Bara Banki,225413,32,849
01-03-2025,Tamil Nadu,Coimbatore,641659,23,373
01-03-2025,Telangana,Hyderabad,500027,75,370
01-03-2025,Andhra Pradesh,Prakasam,523261,11,217
01-03-2025,Punjab,Jalandhar,144008,39,627
01-03-2025,Odisha,Balangir,767001,51,470
01-03-2025,Uttar Pradesh,Kaushambi,212218,71,586
01-03-2025,Tamil Nadu,Chennai,600004,50,653
01-03-2025,Goa,North Goa,403401,68,470
01-03-2025,Tamil Nadu,Ramanathapuram,623704,37,550
01-03-2025,Tamil Nadu,Vellore,635752,17,352
01-03-2025,Gujarat,Kheda,388250,148,555
01-03-2025,Odisha,Rayagada,765002,67,426
01-03-2025,Tamil Nadu,Vellore,635801,14,200
01-03-2025,West Bengal,South 24 Parganas,700154,21,544
01-03-2025,Uttarakhand,Haridwar,247670,22,288
01-03-2025,Chhattisgarh,Durg,490020,25,229
01-03-2025,Madhya Pradesh,Mauganj,486331,18,341
01-03-2025,Maharashtra,Satara,415001,13,233
01-03-2025,Maharashtra,Mumbai,400070,65,625
01-03-2025,Karnataka,Tumakuru,572113,15,60
01-03-2025,Odisha,Nayagarh,752085,51,290
01-03-2025,Kerala,Pathanamthitta,689647,10,111
01-03-2025,Assam,Barpeta,781313,25,424
01-03-2025,Telangana,Adilabad,504102,40,132
01-03-2025,Tamil Nadu,Coimbatore,641105,28,434
01-03-2025,Odisha,Ganjam,761146,31,198
01-03-2025,Assam,Hojai,782445,31,342
01-03-2025,Karnataka,Bellary,583132,13,123
01-03-2025,West Bengal,North 24 Parganas,743291,11,211
01-03-2025,West Bengal,Hooghly,712616,18,251
01-03-2025,Andhra Pradesh,Kakinada,533001,42,319
01-03-2025,Telangana,Adilabad,504251,14,76
01-03-2025,Rajasthan,Jhunjhunun,333302,11,179
01-03-2025,Odisha,Jagatsinghapur,754107,17,160
01-03-2025,Karnataka,Tumakuru,572228,34,79
01-03-2025,Maharashtra,Wardha,442306,12,68
01-03-2025,Telangana,Vikarabad,509335,29,124
01-03-2025,Andhra Pradesh,East Godavari,533462,10,112
01-03-2025,Madhya Pradesh,Sagar,470229,14,88
01-03-2025,Telangana,Sangareddy,502273,36,104
01-03-2025,Andhra Pradesh,Anantapur,515722,13,253
01-03-2025,Karnataka,Mysuru,570029,17,110
01-03-2025,Bihar,Kishanganj,855117,108,3134
01-03-2025,Gujarat,Ahmedabad,382220,158,797
01-03-2025,Madhya Pradesh,Indore,453115,56,518
01-03-2025,Gujarat,Amreli,365560,120,534
01-03-2025,Maharashtra,Thane,421201,157,1539
01-03-2025,Karnataka,Raichur,584124,45,319
01-03-2025,Madhya Pradesh,Mandsaur,458775,155,789
01-03-2025,West Bengal,Puruliya,723154,28,300
01-03-2025,Odisha,Sundergarh,770011,23,131
01-03-2025,West Bengal,Howrah,711322,50,644
01-03-2025,Bihar,Rohtas,802213,126,777
01-03-2025,Madhya Pradesh,Bhopal,462030,84,569
01-03-2025,Tamil Nadu,Pudukkottai,622301,33,813
01-03-2025,Bihar,Gaya,824233,203,1668
01-03-2025,Maharashtra,Thane,421305,81,827
01-03-2025,Uttar Pradesh,Sultanpur,228132,46,664
01-03-2025,Uttar Pradesh,Azamgarh,276139,80,728
01-03-2025,Uttar Pradesh,Rae Bareli,229308,33,1183
01-03-2025,Ladakh,Leh,194201,69,184
01-03-2025,Uttar Pradesh,Allahabad,212507,121,1548
01-03-2025,Gujarat,Kheda,387640,61,533
01-03-2025,Gujarat,Ahmedabad,382213,22,196
01-03-2025,Madhya Pradesh,Dhar,454665,28,317
01-03-2025,Telangana,Siddipet,502103,140,410
01-03-2025,Bihar,Purnia,854330,259,2751
01-03-2025,Uttar Pradesh,Ghaziabad,201001,396,3752
01-03-2025,Karnataka,Mysuru,570022,12,137
01-03-2025,Tamil Nadu,Thoothukkudi,628151,20,347
01-03-2025,Telangana,Nizamabad,503246,60,213
01-03-2025,Bihar,Darbhanga,847304,35,592
01-03-2025,Delhi,South West Delhi,110078,224,1643
01-03-2025,Uttar Pradesh,Sambhal,244304,93,1329
01-03-2025,Bihar,Saran,841419,74,890
01-03-2025,Jharkhand,Dumka,816103,22,324
01-03-2025,Karnataka,Dakshina Kannada,575002,32,321
01-03-2025,Telangana,Mahabubnagar,509130,54,122
01-03-2025,West Bengal,Cooch Behar,736158,26,365
01-03-2025,Rajasthan,Pratapgarh,313611,95,2398
01-03-2025,Telangana,Sangareddy,502228,12,17
01-03-2025,Odisha,Balangir,767032,58,499
01-03-2025,Karnataka,Bagalkot,587312,280,420
01-03-2025,Rajasthan,Dholpur,328030,94,1821
01-03-2025,Rajasthan,Chittorgarh,312206,32,859
01-03-2025,Tamil Nadu,Ramanathapuram,623538,21,112
01-03-2025,West Bengal,Hooghly,712404,41,661
01-03-2025,Bihar,Saran,841412,60,1026
01-03-2025,Tamil Nadu,Dindigul,624201,32,272
01-03-2025,Karnataka,Bangalore,560073,16,182
01-03-2025,Haryana,Gurgaon,122504,12,229
01-03-2025,Andaman and Nicobar Islands,Nicobar,744301,16,180
01-03-2025,Telangana,Wanaparthy,509381,101,426
01-03-2025,Karnataka,Bangalore,560083,19,161
01-03-2025,Andhra Pradesh,Kurnool,518360,151,1307
01-03-2025,Uttar Pradesh,Hathras,204213,49,684
01-03-2025,Telangana,Nalgonda,508206,43,186
01-03-2025,Tamil Nadu,Tiruchirappalli,620003,38,380
01-03-2025,Maharashtra,Akola,444006,11,172
01-03-2025,Andhra Pradesh,Kurnool,518217,20,353
01-03-2025,Haryana,Panchkula,134107,24,158
01-03-2025,Chhattisgarh,Kanker,494665,39,423
01-03-2025,Uttarakhand,Rudraprayag,246141,22,211
01-03-2025,Assam,Karimganj,788735,10,92
01-03-2025,Karnataka,Raichur,584125,106,432
01-03-2025,Karnataka,Mysuru,570001,14,142
01-03-2025,West Bengal,Purba Medinipur,721423,13,199
01-03-2025,Karnataka,Gadag,582204,59,69
01-03-2025,Tamil Nadu,Tirunelveli,627601,13,125
01-03-2025,Assam,Sibsagar,785674,21,110
01-03-2025,Karnataka,Davangere,577566,17,94
01-03-2025,Gujarat,Kachchh,370605,45,170
01-03-2025,Andhra Pradesh,Rangareddi,500074,10,96
01-03-2025,Uttar Pradesh,Chandauli,232102,65,774
01-03-2025,Maharashtra,Nanded,431604,53,479
01-03-2025,West Bengal,Purba Medinipur,721653,12,181
01-03-2025,Gujarat,Tapi,394380,66,207
01-03-2025,Karnataka,Shivamogga,577225,42,50
01-03-2025,Karnataka,Belagavi,591229,25,41
01-03-2025,Uttar Pradesh,Shrawasti,271865,27,355
01-03-2025,Andhra Pradesh,Guntur,522660,10,420
01-03-2025,Punjab,Amritsar,143501,26,456
01-03-2025,Andhra Pradesh,Nellore,524127,13,283
01-03-2025,Karnataka,Udupi,576217,12,82
01-03-2025,Maharashtra,Nanded,431505,10,149
01-03-2025,Gujarat,Navsari,396469,16,44
01-03-2025,Tamil Nadu,Sivaganga,630405,13,201
01-03-2025,Uttar Pradesh,Bhadohi,221310,27,208
01-03-2025,Telangana,Jogulamba Gadwal,509129,84,289
01-03-2025,West Bengal,Puruliya,723149,17,285
01-03-2025,Rajasthan,Sirohi,307514,56,426
01-03-2025,Maharashtra,Solapur,413409,11,270
01-03-2025,Rajasthan,Sikar,332706,23,280
01-03-2025,Manipur,Imphal West,795004,31,307
01-03-2025,Andhra Pradesh,Prakasam,523252,19,170
01-03-2025,Punjab,Gurdaspur,143526,17,253
01-03-2025,Telangana,Adilabad,504203,21,83
01-03-2025,Odisha,Sundergarh,769043,21,218
01-03-2025,Andhra Pradesh,East Godavari,533240,23,217
01-03-2025,Andhra Pradesh,Chittoor,517536,11,219
01-03-2025,Tamil Nadu,Chengalpattu,600130,28,253
01-03-2025,Telangana,Mahabubnagar,509407,28,96
01-03-2025,Andhra Pradesh,Anantapur,515775,43,343
01-03-2025,West Bengal,Paschim Medinipur,721157,11,208
01-03-2025,Karnataka,Kalaburagi,585265,26,89
01-03-2025,Mizoram,Lunglei,796691,22,160
01-03-2025,Karnataka,Yadgir,585304,28,165
01-03-2025,Uttar Pradesh,Lucknow,226301,50,403
01-03-2025,Gujarat,Rajkot,360021,14,194
01-03-2025,Andhra Pradesh,Rangareddi,501301,18,71
01-03-2025,Odisha,Ganjam,761122,10,209
01-03-2025,Uttar Pradesh,Allahabad,211007,14,144
01-03-2025,Telangana,Nizamabad,503110,10,64
01-03-2025,Andhra Pradesh,Krishna,521225,13,104
01-03-2025,Tamil Nadu,Sivaganga,630203,16,95
01-03-2025,Bihar,Gopalganj,841416,21,197
01-03-2025,Telangana,Nizamabad,503123,14,44
01-03-2025,Karnataka,Koppal,583235,44,180
01-03-2025,Maharashtra,Jalgaon,425420,10,43
01-03-2025,Telangana,Adilabad,504206,11,30
01-03-2025,Odisha,Sundergarh,769006,10,53
01-03-2025,Andhra Pradesh,Anakapalli,531019,13,90
01-03-2025,Gujarat,Navsari,396570,39,102
01-03-2025,West Bengal,Purba Bardhaman,713131,11,72
01-03-2025,Himachal Pradesh,Shimla,171220,18,133
01-03-2025,Telangana,Vikarabad,501121,28,97
01-03-2025,Assam,Baksa,781349,16,79
01-03-2025,West Bengal,Paschim Bardhaman,713322,11,61
01-03-2025,Karnataka,Hassan,573121,42,142
01-03-2025,Sikkim,South Sikkim,737132,12,61
01-03-2025,Odisha,Kalahandi,766100,32,362
01-03-2025,Andhra Pradesh,Guntur,522414,51,454
01-03-2025,Andhra Pradesh,Prakasam,523281,12,436
01-03-2025,Maharashtra,Hingoli,431513,80,2421
01-03-2025,Madhya Pradesh,Dindori,481990,123,926
01-03-2025,Jharkhand,Koderma,825409,128,3695
01-03-2025,Odisha,Sambalpur,768212,68,378
01-03-2025,Madhya Pradesh,Seoni,480886,66,1288
01-03-2025,Odisha,Nabarangapur,764072,96,1145
01-03-2025,Bihar,Katihar,854115,260,1866
01-03-2025,Andhra Pradesh,Chittoor,517113,13,209
01-03-2025,Madhya Pradesh,Mandsaur,458667,287,626
01-03-2025,Bihar,West Champaran,845454,270,2436
01-03-2025,Assam,Bongaigaon,783391,14,90
01-03-2025,Jammu and Kashmir,Bandipore,193502,212,1059
01-03-2025,Uttar Pradesh,Jaunpur,222165,72,895
01-03-2025,Bihar,Patna,801503,259,2114
01-03-2025,West Bengal,Birbhum,731214,24,514
01-03-2025,Uttar Pradesh,Bijnor,246725,157,2506
01-03-2025,Rajasthan,Jhalawar,326514,126,2055
01-03-2025,Madhya Pradesh,Shivpuri,473793,192,1172
01-03-2025,Uttarakhand,Pauri Garhwal,246174,13,214
01-03-2025,Chhattisgarh,Balrampur,497118,88,783
01-03-2025,Odisha,Baleswar,756036,74,397
01-03-2025,Rajasthan,Pratapgarh,312615,82,1311
01-03-2025,Rajasthan,Jodhpur,342022,35,1311
01-03-2025,Tamil Nadu,Tiruvannamalai,604406,15,317
01-03-2025,Telangana,Warangal,506134,12,33
01-03-2025,Uttarakhand,Chamoli,246401,13,149
01-03-2025,Tamil Nadu,Namakkal,638008,36,540
01-03-2025,Gujarat,Panchmahals,389120,39,435
01-03-2025,Andhra Pradesh,Srikakulam,532001,74,763
01-03-2025,Odisha,Bhadrak,756122,30,134
01-03-2025,Uttar Pradesh,Sitapur,261202,96,1527
01-03-2025,Gujarat,Surat,395017,147,941
01-03-2025,Uttar Pradesh,Prayagraj,211008,63,376
01-03-2025,Madhya Pradesh,Tikamgarh,472339,48,337
01-03-2025,Maharashtra,Chandrapur,441206,23,717
01-03-2025,Rajasthan,Ajmer,305005,14,123
01-03-2025,Andhra Pradesh,Krishna,521215,127,1394
01-03-2025,Rajasthan,Bharatpur,321301,33,767
01-03-2025,Delhi,South Delhi,110013,34,346
01-03-2025,Odisha,Mayurbhanj,757079,37,406
01-03-2025,West Bengal,Puruliya,723126,55,621
01-03-2025,Karnataka,Dharwad,580009,72,142
01-03-2025,Uttar Pradesh,Kanpur Dehat,209101,121,1422
01-03-2025,Jharkhand,Godda,813208,93,1403
01-03-2025,Gujarat,Sabarkantha,383335,24,183
01-03-2025,Bihar,Bhojpur,802314,38,338
01-03-2025,Andhra Pradesh,Visakhapatnam,531087,11,149
01-03-2025,Uttar Pradesh,Hardoi,241401,23,496
01-03-2025,Karnataka,Dakshina Kannada,575022,34,206
01-03-2025,Bihar,Vaishali,844506,132,1307
01-03-2025,Rajasthan,Jhunjhunun,331028,11,190
01-03-2025,West Bengal,North 24 Parganas,743287,30,418
01-03-2025,Maharashtra,Buldhana,443301,50,986
01-03-2025,Uttar Pradesh,Aligarh,202132,31,829
01-03-2025,Karnataka,Bengaluru,560013,35,198
01-03-2025,Tamil Nadu,Krishnagiri,635304,25,358
01-03-2025,Andhra Pradesh,Krishna,521105,20,309
01-03-2025,Maharashtra,Jalgaon,424101,93,1199
01-03-2025,Rajasthan,Sikar,332404,57,355
01-03-2025,Bihar,Muzaffarpur,843360,36,446
01-03-2025,Tamil Nadu,Thanjavur,614802,17,316
01-03-2025,West Bengal,Murshidabad,731222,37,426
01-03-2025,Odisha,Khorda,752064,27,181
01-03-2025,Karnataka,Uttara Kannada,581440,11,98
01-03-2025,Tripura,North Tripura,799262,16,171
01-03-2025,Jammu and Kashmir,Ramban,182145,60,307
01-03-2025,Karnataka,Davangere,577213,40,305
01-03-2025,Andhra Pradesh,Alluri Sitharama Raju,533295,70,316
01-03-2025,West Bengal,North 24 Parganas,743247,29,618
01-03-2025,Assam,Karimganj,788722,23,241
01-03-2025,Andhra Pradesh,Visakhapatnam,531162,64,655
01-03-2025,Assam,Kamrup Metro,781029,14,204
01-03-2025,Himachal Pradesh,Mandi,175001,28,219
01-03-2025,Maharashtra,Pune,413106,69,927
01-03-2025,Tamil Nadu,Villupuram,605104,22,129
01-03-2025,Andhra Pradesh,Cuddapah,516321,12,111
01-03-2025,Tamil Nadu,Karur,639207,17,168
01-03-2025,Karnataka,Belagavi,591211,19,30
01-03-2025,Manipur,Imphal East,795130,14,121
01-03-2025,Andhra Pradesh,Krishna,521110,12,159
01-03-2025,Andhra Pradesh,Kurnool,518599,34,328
01-03-2025,Tamil Nadu,Tiruvannamalai,606611,25,383
01-03-2025,Telangana,Vikarabad,509338,32,215
01-03-2025,Tamil Nadu,Dindigul,624705,21,303
01-03-2025,Telangana,Medak,502335,36,71
01-03-2025,Jammu and Kashmir,Jammu,181102,39,404
01-03-2025,Tamil Nadu,Dharmapuri,635302,10,250
01-03-2025,Bihar,Gopalganj,841501,71,796
01-03-2025,Uttar Pradesh,Firozabad,283142,11,117
01-03-2025,Assam,Goalpara,783134,18,162
01-03-2025,Odisha,Nuapada,766118,26,470
01-03-2025,Punjab,Gurdaspur,143514,20,405
01-03-2025,Bihar,Saran,841401,79,679
01-03-2025,Andhra Pradesh,Krishna,521165,24,313
01-03-2025,Andhra Pradesh,Khammam,507302,23,179
01-03-2025,Kerala,Thrissur,680511,13,117
01-03-2025,Himachal Pradesh,Mandi,176120,27,293
01-03-2025,Haryana,Hisar,125042,21,310
01-03-2025,Rajasthan,Sikar,332029,17,116
01-03-2025,Tamil Nadu,Cuddalore,607108,13,258
01-03-2025,Tamil Nadu,Coimbatore,641669,19,218
01-03-2025,Uttarakhand,Dehradun,248145,11,110
01-03-2025,West Bengal,South 24 Parganas,700144,17,445
01-03-2025,Odisha,Baleswar,756034,31,149
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515281,19,84
01-03-2025,Nagaland,Dimapur,797115,28,212
01-03-2025,Karnataka,Uttara Kannada,581411,16,141
01-03-2025,Kerala,Kozhikode,673612,27,275
01-03-2025,Assam,Kamrup Metro,781034,19,151
01-03-2025,Karnataka,Tumakuru,572127,11,73
01-03-2025,Telangana,Vikarabad,501143,59,199
01-03-2025,Andhra Pradesh,Bapatla,523187,12,78
01-03-2025,Bihar,Saran,841225,16,111
01-03-2025,Telangana,Adilabad,504310,19,155
01-03-2025,Maharashtra,Kolhapur,416214,11,160
01-03-2025,Maharashtra,Amravati,444902,10,76
01-03-2025,Telangana,Medak,502293,15,81
01-03-2025,Tamil Nadu,Tiruvannamalai,606707,24,306
01-03-2025,Andhra Pradesh,Annamayya,517370,34,104
01-03-2025,Odisha,Debagarh,768109,61,501
01-03-2025,Andhra Pradesh,Warangal,506319,11,42
01-03-2025,Karnataka,Belagavi,591247,13,56
01-03-2025,Karnataka,Kalaburagi,585305,21,84
01-03-2025,Gujarat,Anand,388625,19,210
01-03-2025,Andhra Pradesh,Nandyal,518533,17,100
01-03-2025,Telangana,Jagitial,505532,13,98
01-03-2025,Karnataka,Shivamogga,577419,18,57
01-03-2025,Karnataka,Chitradurga,577555,20,124
01-03-2025,Andhra Pradesh,Ananthapur,515311,27,17
01-03-2025,Andhra Pradesh,Ananthapuramu,515521,12,25
01-03-2025,Andhra Pradesh,Ananthapur,515541,15,43
01-03-2025,Karnataka,Udupi,576121,13,68
01-03-2025,Karnataka,Gulbarga,585213,10,67
01-03-2025,Andhra Pradesh,Ananthapur,515286,28,64
01-03-2025,Andhra Pradesh,Anakapalli,531032,12,133
01-03-2025,Telangana,Rajanna Sircilla,505403,11,75
01-04-2025,Rajasthan,Hanumangarh,335526,48,664
01-04-2025,Delhi,North Delhi,110084,756,5451
01-04-2025,Madhya Pradesh,Chhindwara,480115,277,630
