Date,State,District,Pincode,Demo_age_5_17,Demo_age_17+
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515122,15,62
01-03-2025,Telangana,Khammam,507101,16,58
01-03-2025,Haryana,Hisar,125006,10,113
01-03-2025,Telangana,Sangareddy,502345,18,73
01-03-2025,Kerala,Kannur,670003,10,151
01-03-2025,Uttar Pradesh,Firozabad,283203,630,9269
01-03-2025,Uttar Pradesh,Mainpuri,205301,38,251
01-03-2025,Bihar,Madhubani,847230,96,990
01-03-2025,Rajasthan,Jaipur,303903,47,647
01-03-2025,Rajasthan,Bundi,323802,58,1534
01-03-2025,Uttar Pradesh,Varanasi,221307,138,1301
01-03-2025,Haryana,Bhiwani,127040,28,259
01-03-2025,Uttar Pradesh,Pratapgarh,230401,63,985
01-03-2025,Madhya Pradesh,Alirajpur,457888,79,1256
01-03-2025,Jharkhand,Gumla,835208,55,1323
01-03-2025,Uttar Pradesh,Agra,283201,114,1043
01-03-2025,Madhya Pradesh,Katni,483334,23,441
01-03-2025,Bihar,Araria,854318,378,4771
01-03-2025,Uttar Pradesh,Budaun,202523,102,1712
01-03-2025,Tamil Nadu,Madurai,625106,45,595
01-03-2025,Bihar,Aurangabad,824102,123,1084
01-03-2025,Madhya Pradesh,Tikamgarh,472446,19,214
01-03-2025,Uttar Pradesh,Farrukhabad,209743,46,964
01-03-2025,Andhra Pradesh,Srikakulam,532402,32,292
01-03-2025,Telangana,Mahabubabad,506112,33,559
01-03-2025,Madhya Pradesh,Gwalior,474011,109,717
01-03-2025,Tamil Nadu,Chennai,600021,134,1392
01-03-2025,Uttar Pradesh,Fatehpur,212631,77,1221
01-03-2025,Maharashtra,Mumbai Suburban,400063,39,475
01-03-2025,Bihar,Supaul,852137,83,1345
01-03-2025,Madhya Pradesh,Chhatarpur,471525,256,2002
01-03-2025,Karnataka,Bengaluru,560076,142,1162
01-03-2025,Maharashtra,Gondiya,441702,18,414
01-03-2025,Karnataka,Ramanagar,562117,78,1223
01-03-2025,Uttar Pradesh,Meerut,250004,189,1784
01-03-2025,Jharkhand,Garhwa,822114,197,4355
01-03-2025,Karnataka,Bengaluru,560011,27,230
01-03-2025,Karnataka,Chitradurga,577546,28,218
01-03-2025,Maharashtra,Pune,412212,12,132
01-03-2025,Kerala,Thiruvananthapuram,695002,16,196
01-03-2025,Madhya Pradesh,Mandsaur,458553,39,239
01-03-2025,Uttarakhand,Haridwar,249401,21,384
01-03-2025,Uttar Pradesh,Pilibhit,262203,78,1073
01-03-2025,Telangana,Karimnagar,505162,11,105
01-03-2025,Karnataka,Bangalore Rural,562135,32,359
01-03-2025,Maharashtra,Buldhana,443103,33,707
01-03-2025,Tamil Nadu,Tiruvallur,602024,94,1016
01-03-2025,Rajasthan,Rajsamand,313328,32,602
01-03-2025,Karnataka,Belgaum,591217,31,112
01-03-2025,Madhya Pradesh,Umaria,484660,69,1313
01-03-2025,Andhra Pradesh,East Godavari,533005,44,559
01-03-2025,Telangana,Hyderabad,500064,205,1012
01-03-2025,Andhra Pradesh,Vizianagaram,535281,19,229
01-03-2025,West Bengal,Dakshin Dinajpur,733126,12,191
01-03-2025,Bihar,Sheohar,843316,35,344
01-03-2025,Punjab,Fatehgarh Sahib,147203,15,218
01-03-2025,Gujarat,Sabarkantha,383240,15,92
01-03-2025,Bihar,Bhojpur,802312,76,687
01-03-2025,Tamil Nadu,Madurai,625101,12,363
01-03-2025,Assam,Kamrup,781137,35,504
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272176,91,1000
01-03-2025,Uttar Pradesh,Pratapgarh,230126,18,145
01-03-2025,Andhra Pradesh,Prakasam,523331,62,447
01-03-2025,Kerala,Malappuram,679330,23,297
01-03-2025,West Bengal,Hooghly,712501,19,310
01-03-2025,Kerala,Kozhikode,673611,45,255
01-03-2025,Madhya Pradesh,Ratlam,457114,127,1359
01-03-2025,Madhya Pradesh,Narsinghpur,487551,74,441
01-03-2025,Tamil Nadu,Kancheepuram,603302,12,287
01-03-2025,Bihar,East Champaran,845431,64,511
01-03-2025,Gujarat,Gandhinagar,382835,18,85
01-03-2025,Uttar Pradesh,Basti,272194,138,1047
01-03-2025,Bihar,Samastipur,848129,40,458
01-03-2025,Maharashtra,Chandrapur,442916,14,387
01-03-2025,Andhra Pradesh,Visakhapatnam,530016,107,918
01-03-2025,West Bengal,Nadia,741315,15,270
01-03-2025,Assam,Nagaon,782139,51,459
01-03-2025,Andhra Pradesh,Khammam,507124,10,106
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224230,16,263
01-03-2025,Haryana,Hisar,125039,64,679
01-03-2025,Madhya Pradesh,Indore,453220,27,392
01-03-2025,Rajasthan,Udaipur,313015,15,212
01-03-2025,Madhya Pradesh,Gwalior,475005,20,223
01-03-2025,Odisha,Cuttack,754204,39,469
01-03-2025,Rajasthan,Dausa,303510,34,326
01-03-2025,Maharashtra,Mumbai,400102,18,288
01-03-2025,Andhra Pradesh,Guntur,522235,18,215
01-03-2025,Kerala,Kollam,691585,11,70
01-03-2025,Jammu and Kashmir,Ganderbal,191202,61,420
01-03-2025,Karnataka,Belgaum,590006,13,131
01-03-2025,Bihar,Siwan,841240,18,209
01-03-2025,Assam,Goalpara,783125,67,529
01-03-2025,West Bengal,Howrah,711301,19,382
01-03-2025,Haryana,Yamuna Nagar,135021,14,180
01-03-2025,Odisha,Jharsuguda,768201,52,523
01-03-2025,Andhra Pradesh,Cuddapah,516217,42,233
01-03-2025,Tamil Nadu,Tiruvannamalai,606703,25,333
01-03-2025,Maharashtra,Beed,431128,34,1227
01-03-2025,Telangana,Nirmal,504310,40,125
01-03-2025,Gujarat,Rajkot,360030,13,159
01-03-2025,Uttar Pradesh,Varanasi,221109,17,296
01-03-2025,Gujarat,Kachchh,370615,33,193
01-03-2025,Odisha,Mayurbhanj,757091,46,281
01-03-2025,Maharashtra,Osmanabad,413528,13,249
01-03-2025,Karnataka,Bagalkot,587111,92,241
01-03-2025,Kerala,Thiruvananthapuram,695568,13,122
01-03-2025,Andhra Pradesh,Srikakulam,532429,32,233
01-03-2025,Arunachal Pradesh,Papum Pare,791110,27,232
01-03-2025,Punjab,Jalandhar,144201,31,454
01-03-2025,Karnataka,Bellary,583103,13,127
01-03-2025,Andhra Pradesh,N. T. R,520010,27,319
01-03-2025,Bihar,Sheohar,843325,36,246
01-03-2025,Tamil Nadu,Tiruchirappalli,620016,15,104
01-03-2025,Andhra Pradesh,Eluru,534318,13,158
01-03-2025,Tamil Nadu,Villupuram,606208,13,74
01-03-2025,Telangana,Yadadri.,508285,13,446
01-03-2025,Maharashtra,Nashik,422206,20,172
01-03-2025,Maharashtra,Osmanabad,413508,14,198
01-03-2025,Gujarat,Rajkot,360330,13,192
01-03-2025,Karnataka,Yadgir,585355,32,203
01-03-2025,Assam,Nalbari,781338,10,130
01-03-2025,Andhra Pradesh,Vizianagaram,535240,16,246
01-03-2025,Assam,Kamrup Metro,781012,17,240
01-03-2025,Telangana,Hanumakonda,506004,13,82
01-03-2025,Telangana,Warangal,506222,30,94
01-03-2025,Maharashtra,Nashik,422306,11,121
01-03-2025,West Bengal,Paschim Medinipur,721124,22,225
01-03-2025,Tamil Nadu,Thiruvarur,610104,17,192
01-03-2025,Gujarat,Bhavnagar,364720,39,190
01-03-2025,West Bengal,Darjeeling,734312,17,178
01-03-2025,Maharashtra,Palghar,401605,13,313
01-03-2025,Andhra Pradesh,East Godavari,533461,17,138
01-03-2025,Karnataka,Bangalore,560045,35,307
01-03-2025,Bihar,Nalanda,803213,20,108
01-03-2025,Odisha,Jajapur,755013,16,171
01-03-2025,Kerala,Ernakulam,682023,16,153
01-03-2025,Uttar Pradesh,Sultanpur,228118,18,182
01-03-2025,Goa,South Goa,403713,14,102
01-03-2025,Tamil Nadu,Tirunelveli,627202,15,96
01-03-2025,Kerala,Malappuram,679582,14,84
01-03-2025,Andhra Pradesh,Ananthapuramu,515842,39,59
01-03-2025,Arunachal Pradesh,Upper Siang,792061,12,40
01-03-2025,Andhra Pradesh,Vizianagaram,535579,29,485
01-03-2025,Uttar Pradesh,Allahabad,211013,67,1200
01-03-2025,Bihar,West Champaran,845404,150,2064
01-03-2025,Bihar,Patna,801105,83,663
01-03-2025,Assam,Dhemaji,787059,138,1131
01-03-2025,Gujarat,Kachchh,370490,44,174
01-03-2025,Uttar Pradesh,Varanasi,221403,88,781
01-03-2025,Uttar Pradesh,Rae Bareli,229205,43,504
01-03-2025,Assam,Cachar,788005,30,360
01-03-2025,Bihar,Banka,813105,143,1279
01-03-2025,Karnataka,Dharwad,580024,475,937
01-03-2025,Gujarat,Amreli,365650,14,136
01-03-2025,Uttar Pradesh,Bijnor,246724,39,750
01-03-2025,West Bengal,North 24 Parganas,743704,30,473
01-03-2025,Rajasthan,Bharatpur,321204,102,1623
01-03-2025,Uttar Pradesh,Mirzapur,231001,450,7748
01-03-2025,Rajasthan,Udaipur,313022,28,794
01-03-2025,Rajasthan,Baran,325205,255,2787
01-03-2025,Uttar Pradesh,Agra,283122,55,858
01-03-2025,Maharashtra,Nagpur,441501,23,825
01-03-2025,Maharashtra,Nashik,423206,17,720
01-03-2025,Uttar Pradesh,Deoria,274202,202,1958
01-03-2025,Uttarakhand,Almora,263625,29,209
01-03-2025,Chhattisgarh,Mahasamund,493445,154,2396
01-03-2025,Andhra Pradesh,Ananthapur,515408,32,71
01-03-2025,Telangana,Medchal-malkajgiri,500014,35,212
01-03-2025,Rajasthan,Jaisalmer,345021,76,745
01-03-2025,Andhra Pradesh,Warangal,506005,11,111
01-03-2025,Maharashtra,Nagpur,440016,30,295
01-03-2025,Karnataka,Kalaburagi,585104,127,620
01-03-2025,West Bengal,Kolkata,700047,14,338
01-03-2025,West Bengal,Malda,732140,118,1491
01-03-2025,Assam,Cachar,788108,10,107
01-03-2025,Uttar Pradesh,Azamgarh,276136,44,556
01-03-2025,Rajasthan,Nagaur,341022,81,1073
01-03-2025,Karnataka,Haveri,581203,218,163
01-03-2025,Karnataka,Dharwad,581113,129,213
01-03-2025,Rajasthan,Bundi,323614,11,326
01-03-2025,Telangana,Karimnagar,505450,10,53
01-03-2025,Rajasthan,Alwar,301703,26,406
01-03-2025,Bihar,Siwan,841227,90,1048
01-03-2025,West Bengal,Howrah,711227,21,317
01-03-2025,Karnataka,Kolar,563162,35,220
01-03-2025,Rajasthan,Bikaner,331811,39,743
01-03-2025,Bihar,Sitamarhi,843323,118,1254
01-03-2025,Madhya Pradesh,Indore,452018,39,195
01-03-2025,Tamil Nadu,Tiruvallur,600060,32,453
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515671,158,491
01-03-2025,Karnataka,Gadag,582207,219,355
01-03-2025,Andhra Pradesh,Anantapur,515766,22,1000
01-03-2025,Rajasthan,Dausa,303323,34,385
01-03-2025,Goa,South Goa,403802,156,450
01-03-2025,Odisha,Puri,752015,41,305
01-03-2025,Haryana,Sirsa,125102,86,680
01-03-2025,Tamil Nadu,Namakkal,637408,44,496
01-03-2025,Maharashtra,Solapur,413004,32,476
01-03-2025,Uttar Pradesh,Deoria,274208,50,590
01-03-2025,Odisha,Dhenkanal,759016,115,637
01-03-2025,Madhya Pradesh,Agar Malwa,465230,13,174
01-03-2025,Uttar Pradesh,Kanpur Dehat,209715,93,1013
01-03-2025,Uttar Pradesh,Deoria,274206,74,641
01-03-2025,Odisha,Gajapati,761206,22,313
01-03-2025,Madhya Pradesh,Satna,485773,49,466
01-03-2025,Andhra Pradesh,East Godavari,533216,37,474
01-03-2025,Gujarat,Vadodara,390010,81,430
01-03-2025,Uttar Pradesh,Sonbhadra,231223,69,756
01-03-2025,Bihar,Begusarai,851126,33,336
01-03-2025,Chhattisgarh,Koriya,497442,39,736
01-03-2025,Bihar,Gaya,823004,57,487
01-03-2025,Assam,Bongaigaon,783382,32,343
01-03-2025,Uttar Pradesh,Ambedkar Nagar,224183,15,207
01-03-2025,Himachal Pradesh,Mandi,175121,38,206
01-03-2025,Karnataka,Dakshina Kannada,574253,23,124
01-03-2025,Tamil Nadu,Ariyalur,621715,51,450
01-03-2025,Punjab,Hoshiarpur,144221,31,288
01-03-2025,Maharashtra,Ahmadnagar,423107,20,440
01-03-2025,Andhra Pradesh,Eluru,521344,10,79
01-03-2025,Gujarat,Navsari,396472,10,46
01-03-2025,Punjab,Gurdaspur,143602,30,460
01-03-2025,Andhra Pradesh,Eluru,534451,12,85
01-03-2025,West Bengal,Murshidabad,742149,48,466
01-03-2025,Telangana,Mahabubnagar,509152,22,48
01-03-2025,Assam,Kamrup,781364,13,250
01-03-2025,Tamil Nadu,Theni,625536,12,247
01-03-2025,Maharashtra,Nandurbar,425414,70,227
01-03-2025,Andhra Pradesh,Hyderabad,500013,44,291
01-03-2025,West Bengal,South 24 Parganas,743370,48,821
01-03-2025,Telangana,Mahabubnagar,509128,131,128
01-03-2025,Odisha,Mayurbhanj,757100,16,187
01-03-2025,Rajasthan,Jhunjhunun,331027,26,380
01-03-2025,Telangana,Rangareddy,501510,45,395
01-03-2025,Karnataka,Udupi,576235,18,68
01-03-2025,Jharkhand,Bokaro,829111,35,1198
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515134,21,78
01-03-2025,Karnataka,Belgaum,591308,27,22
01-03-2025,Tamil Nadu,Tiruvannamalai,632311,21,204
01-03-2025,Karnataka,Bengaluru,560017,32,216
01-03-2025,Maharashtra,Sindhudurg,416511,13,204
01-03-2025,Andhra Pradesh,Guntur,522657,12,308
01-03-2025,Maharashtra,Kolhapur,416103,12,182
01-03-2025,Maharashtra,Pune,411070,10,19
01-03-2025,Tamil Nadu,Perambalur,621108,24,264
01-03-2025,Karnataka,Belagavi,591213,56,171
01-03-2025,Telangana,Khammam,507122,51,415
01-03-2025,Karnataka,Mandya,571405,30,229
01-03-2025,Bihar,Muzaffarpur,843124,27,288
01-03-2025,Odisha,Sundergarh,770036,47,465
01-03-2025,Karnataka,Koppal,583230,54,220
01-03-2025,Bihar,Muzaffarpur,843141,18,138
01-03-2025,Karnataka,Bijapur,586201,30,83
01-03-2025,Assam,Hailakandi,788160,18,46
01-03-2025,Gujarat,Gir Somnath,362275,45,93
01-03-2025,Tamil Nadu,Tiruchirappalli,621009,11,125
01-03-2025,Karnataka,Shimoga,577428,16,88
01-03-2025,Gujarat,Navsari,396424,13,85
01-03-2025,Andhra Pradesh,Annamayya,517213,14,51
01-03-2025,Himachal Pradesh,Mandi,175029,11,51
01-03-2025,Bihar,Katihar,854113,198,1957
01-03-2025,West Bengal,Cooch Behar,736168,40,457
01-03-2025,Mizoram,Mamit,796441,80,171
01-03-2025,Karnataka,Dakshina Kannada,574153,51,174
01-03-2025,West Bengal,Malda,732203,107,1505
01-03-2025,Telangana,Hanumakonda,506001,103,724
01-03-2025,Rajasthan,Jodhpur,342901,85,982
01-03-2025,Tamil Nadu,Pudukkottai,622002,39,512
01-03-2025,Uttar Pradesh,Rae Bareli,229307,56,531
01-03-2025,West Bengal,Malda,732124,96,1654
01-03-2025,Telangana,Nizamabad,503307,143,475
01-03-2025,Madhya Pradesh,Balaghat,481335,75,491
01-03-2025,Maharashtra,Ahmadnagar,414106,13,214
01-03-2025,Rajasthan,Sikar,332713,36,540
01-03-2025,Rajasthan,Rajsamand,313324,169,2732
01-03-2025,Uttarakhand,Udham Singh Nagar,262308,250,2162
01-03-2025,Madhya Pradesh,Sheopur,476339,127,1125
01-03-2025,West Bengal,Murshidabad,742161,50,676
01-03-2025,West Bengal,Hooghly,712414,17,224
01-03-2025,Karnataka,Bengaluru,560035,86,658
01-03-2025,West Bengal,Hooghly,712701,46,676
01-03-2025,Rajasthan,Nagaur,341319,21,417
01-03-2025,Tamil Nadu,Theni,625512,45,808
01-03-2025,Uttar Pradesh,Allahabad,212108,42,598
01-03-2025,Uttar Pradesh,Pratapgarh,230402,85,1797
01-03-2025,Assam,West Karbi Anglong,782485,13,59
01-03-2025,Uttar Pradesh,Bara Banki,227301,84,1133
01-03-2025,Assam,Baksa,781346,11,212
01-03-2025,Karnataka,Udupi,574116,19,129
01-03-2025,West Bengal,Nadia,741156,76,1616
01-03-2025,Maharashtra,Ahmadnagar,414603,74,1096
01-03-2025,Bihar,Nalanda,803117,92,691
01-03-2025,Uttarakhand,Almora,263601,55,561
01-03-2025,Karnataka,Bidar,585402,91,486
01-03-2025,Bihar,Madhubani,847224,77,1036
01-03-2025,Chhattisgarh,Janjgir-champa,495663,18,458
01-03-2025,Tamil Nadu,Sivaganga,630003,19,102
01-03-2025,West Bengal,Hooghly,712304,28,342
01-03-2025,West Bengal,Dakshin Dinajpur,733133,40,552
01-03-2025,Madhya Pradesh,Bhind,477001,483,2648
01-03-2025,Delhi,North East Delhi,110053,554,3713
01-03-2025,Rajasthan,Chittorgarh,312613,36,339
01-03-2025,Andhra Pradesh,Krishna,521126,10,169
01-03-2025,Uttar Pradesh,Kanpur Nagar,209304,34,613
01-03-2025,Telangana,Nizamabad,503218,24,108
01-03-2025,Madhya Pradesh,Raisen,464774,25,414
01-03-2025,Rajasthan,Jhunjhunun,333042,60,777
01-03-2025,Tamil Nadu,Tiruvallur,600019,64,1064
01-03-2025,Tamil Nadu,Perambalur,621107,12,132
01-03-2025,Karnataka,Bengaluru,560016,183,1020
01-03-2025,Bihar,Madhepura,852112,166,1682
01-03-2025,Odisha,Mayurbhanj,757081,14,160
01-03-2025,Madhya Pradesh,Gwalior,474012,121,612
01-03-2025,Bihar,Sitamarhi,843311,59,524
01-03-2025,Rajasthan,Jaipur,303002,32,471
01-03-2025,Telangana,Sangareddy,502307,31,161
01-03-2025,Andhra Pradesh,Nellore,524101,28,414
01-03-2025,Karnataka,Bangalore,560105,12,124
01-03-2025,Rajasthan,Tonk,304505,48,1638
01-03-2025,Jharkhand,Ranchi,834008,43,470
01-03-2025,West Bengal,South 24 Parganas,743347,99,767
01-03-2025,Uttar Pradesh,Gonda,271319,35,649
01-03-2025,Jharkhand,Dhanbad,828111,54,1443
01-03-2025,Madhya Pradesh,Harda,461228,64,373
01-03-2025,Rajasthan,Jhunjhunun,333704,38,371
01-03-2025,Uttarakhand,Pauri Garhwal,246179,17,157
01-03-2025,Gujarat,Panchmahals,389110,20,237
01-03-2025,Punjab,Tarn Taran,143117,11,174
01-03-2025,Kerala,Ernakulam,683572,24,288
01-03-2025,Odisha,Kendujhar,758036,13,120
01-03-2025,Andhra Pradesh,Prakasam,523226,57,501
01-03-2025,Uttar Pradesh,Deoria,274182,68,823
01-03-2025,Karnataka,Ramanagar,561201,16,99
01-03-2025,Tamil Nadu,Thanjavur,612202,10,271
01-03-2025,Karnataka,Tumkur,572107,25,71
01-03-2025,Andhra Pradesh,Warangal,506105,20,131
01-03-2025,Telangana,Rajanna Sircilla,505302,36,234
01-03-2025,Gujarat,Valsad,396195,38,358
01-03-2025,Tamil Nadu,Tirunelveli,627001,12,153
01-03-2025,Tamil Nadu,Namakkal,637003,22,225
01-03-2025,Uttarakhand,Dehradun,248179,22,201
01-03-2025,Odisha,Ganjam,761141,11,118
01-03-2025,Odisha,Puri,752111,38,289
01-03-2025,Odisha,Ganjam,761103,42,274
01-03-2025,Delhi,West Delhi,110087,86,822
01-03-2025,Assam,Sibsagar,785640,37,300
01-03-2025,Kerala,Palakkad,678001,10,158
01-03-2025,Andhra Pradesh,Guntur,522529,19,298
01-03-2025,Odisha,Sambalpur,768105,86,510
01-03-2025,Andhra Pradesh,Anantapur,515556,10,184
01-03-2025,Andhra Pradesh,East Godavari,533220,17,198
01-03-2025,West Bengal,Jalpaiguri,736208,15,246
01-03-2025,Odisha,Nabarangapur,764058,15,277
01-03-2025,Uttar Pradesh,Lucknow,226102,21,231
01-03-2025,Andhra Pradesh,Rangareddi,500037,28,161
01-03-2025,Uttar Pradesh,Faizabad,224201,20,280
01-03-2025,Assam,Baksa,781318,11,58
01-03-2025,Andhra Pradesh,Sri Sathya Sai,515561,11,43
01-03-2025,Chhattisgarh,Bilaspur,495555,16,192
01-03-2025,Tamil Nadu,Madurai,625527,13,164
01-03-2025,Andhra Pradesh,Chittoor,517237,16,104
01-03-2025,Maharashtra,Jalna,431205,10,134
01-03-2025,Jammu and Kashmir,Jammu,180010,24,232
01-03-2025,Andhra Pradesh,Y. S. R,516309,10,69
01-03-2025,Tamil Nadu,Kanniyakumari,629003,23,196
01-03-2025,Tamil Nadu,Chengalpattu,600126,45,352
01-03-2025,Maharashtra,Mumbai Suburban,400069,33,303
01-03-2025,Karnataka,Uttara Kannada,581351,19,87
01-03-2025,Tamil Nadu,Coimbatore,641019,24,286
01-03-2025,Gujarat,Ahmedabad,382260,21,203
01-03-2025,Tamil Nadu,Madurai,625021,13,80
01-03-2025,Rajasthan,Jaipur,303348,41,376
01-03-2025,West Bengal,Bankura,722161,11,149
01-03-2025,Tamil Nadu,Villupuram,605201,13,98
01-03-2025,Haryana,Sonipat,131408,10,122
01-03-2025,Gujarat,Kachchh,370145,33,272
01-03-2025,Kerala,Pathanamthitta,689501,10,193
01-03-2025,Odisha,Mayurbhanj,757017,14,149
01-03-2025,Punjab,Rupnagar,140133,12,81
01-03-2025,Madhya Pradesh,Neemuch,458441,237,1459
01-03-2025,Tamil Nadu,Vellore,632601,15,479
01-03-2025,Madhya Pradesh,Khargone,451113,84,450
01-03-2025,Odisha,Mayurbhanj,757039,42,479
01-03-2025,Madhya Pradesh,Sheopur,476355,82,1072
01-03-2025,Madhya Pradesh,Shivpuri,473781,84,965
01-03-2025,Madhya Pradesh,Ujjain,456006,261,1607
01-03-2025,Himachal Pradesh,Kangra,176001,23,279
01-03-2025,West Bengal,South 24 Parganas,743363,68,661
01-03-2025,Uttar Pradesh,Farrukhabad,207504,19,305
01-03-2025,Chhattisgarh,Baloda Bazar,493526,31,1407
01-03-2025,Jharkhand,Deoghar,815357,36,1331
01-03-2025,Andhra Pradesh,Anantapur,515425,16,573
01-03-2025,Uttar Pradesh,Ghazipur,233305,100,841
01-03-2025,Maharashtra,Nashik,423101,25,532
01-03-2025,Odisha,Dhenkanal,759013,51,441
01-03-2025,Uttar Pradesh,Jaunpur,222202,144,1785
01-03-2025,Bihar,Begusarai,851132,105,557
01-03-2025,Gujarat,Mahesana,382165,38,269
01-03-2025,Gujarat,Rajkot,360001,100,1304
01-03-2025,Uttar Pradesh,Hathras,204215,77,1727
01-03-2025,Odisha,Kendrapara,754240,22,172
01-03-2025,Bihar,Kaimur (Bhabua),821101,159,1433
01-03-2025,Tamil Nadu,Chennai,600018,29,323
01-03-2025,Haryana,Mewat,122104,81,659
01-03-2025,Punjab,Hoshiarpur,144208,20,262
01-03-2025,Odisha,Boudh,762013,16,173
01-03-2025,Odisha,Mayurbhanj,757028,13,286
01-03-2025,Kerala,Thiruvananthapuram,695009,14,135
01-03-2025,Punjab,Bathinda,151103,34,771
01-03-2025,Odisha,Mayurbhanj,757035,50,391
01-03-2025,West Bengal,Purba Medinipur,721602,15,148
01-03-2025,Uttar Pradesh,Jalaun,285206,16,384
01-03-2025,Tamil Nadu,Virudhunagar,626113,22,132
01-03-2025,Karnataka,Gulbarga,585306,20,148
01-03-2025,Karnataka,Belgaum,591108,32,102
01-03-2025,Tamil Nadu,Dindigul,624101,28,410
01-03-2025,Tamil Nadu,Ariyalur,621713,11,135
01-03-2025,Karnataka,Bengaluru,560061,115,967
01-03-2025,Maharashtra,Jalgaon,424201,75,716
01-03-2025,Maharashtra,Latur,413516,19,508
01-03-2025,West Bengal,Paschim Medinipur,721253,20,429
01-03-2025,Rajasthan,Karauli,322255,153,829
01-03-2025,Telangana,Adilabad,504312,69,485
01-03-2025,Uttar Pradesh,Allahabad,212402,184,2108
01-03-2025,Gujarat,Kheda,387355,63,240
01-03-2025,Telangana,Narayanpet,509204,14,107
01-03-2025,Karnataka,Uttara Kannada,581301,12,126
01-03-2025,Mizoram,Kolasib,796101,52,263
01-03-2025,Assam,Kamrup,781132,10,138
01-03-2025,Maharashtra,Solapur,413006,62,904
01-03-2025,Bihar,Patna,800009,110,804
01-03-2025,West Bengal,Barddhaman,713128,21,355
01-03-2025,Uttarakhand,Tehri Garhwal,249161,35,373
01-03-2025,Karnataka,Bengaluru,560087,91,621
01-03-2025,Kerala,Kannur,670571,18,239
01-03-2025,Maharashtra,Amravati,444809,21,150
01-03-2025,Jharkhand,East Singhbhum,831009,34,323
01-03-2025,Odisha,Jajapur,755025,31,185
01-03-2025,Arunachal Pradesh,Changlang,792056,12,201
01-03-2025,Telangana,Warangal Rural,506132,14,307
01-03-2025,Uttar Pradesh,Bara Banki,225404,18,303
01-03-2025,Karnataka,Bengaluru,560097,101,888
01-03-2025,Tamil Nadu,Tiruchirappalli,621208,13,357
01-03-2025,Assam,Marigaon,782106,24,292
01-03-2025,Uttar Pradesh,Ballia,277210,32,294
01-03-2025,Maharashtra,Gondiya,441701,11,331
01-03-2025,Jammu and Kashmir,Udhampur,182122,31,537
01-03-2025,Telangana,Nirmal,504306,27,174
01-03-2025,Tamil Nadu,Sivaganga,630611,33,539
01-03-2025,Andhra Pradesh,Kurnool,518220,20,240
01-03-2025,Assam,Golaghat,785603,16,237
01-03-2025,Odisha,Kendujhar,758017,54,237
01-03-2025,Telangana,Kamareddy,503145,26,91
01-03-2025,Maharashtra,Nashik,422011,41,301
01-03-2025,Andhra Pradesh,Ananthapur,515761,52,274
01-03-2025,Odisha,Ganjam,761143,19,200
01-03-2025,Uttar Pradesh,Firozabad,283103,27,398
01-03-2025,Tamil Nadu,Namakkal,637401,23,170
01-03-2025,Punjab,Amritsar,143103,13,152
01-03-2025,Mizoram,Lawngtlai,796772,11,142
01-03-2025,Telangana,Suryapet,508234,17,165
01-03-2025,Andhra Pradesh,Prakasam,523180,13,325
01-03-2025,Goa,North Goa,403101,14,78
01-03-2025,Odisha,Jagatsinghapur,754136,20,253
01-03-2025,Tamil Nadu,Tiruvannamalai,606901,12,189
01-03-2025,Kerala,Thiruvananthapuram,695608,18,129
01-03-2025,Andhra Pradesh,Adilabad,504299,25,528
01-03-2025,Tamil Nadu,Ramanathapuram,623518,24,143
01-03-2025,Kerala,Kannur,670591,13,117
01-03-2025,Kerala,Pathanamthitta,689711,10,70
